0.0,35.8
0.0,35.84
0.0,35.88
0.0,35.92
0.0,35.96
0.0,36.0
0.0,36.04
0.0,36.08
0.0,36.12
0.0,36.16
0.0,36.2
0.0,36.24
0.0,36.28
0.0,36.32
0.0,36.36
0.0,36.4
0.0,36.44
0.0,36.48
0.0,36.52
0.0,36.56
0.0,36.6
0.0,36.64
0.0,36.68
0.0,36.72
0.0,36.76
0.0,36.8
0.0,36.84
0.0,36.88
0.0,36.92
0.0,36.96
0.0,37.0
0.0,37.04
0.0,37.08
0.0,37.12
0.0,37.16
0.0,37.2
0.0,37.24
0.0,37.28
0.0,37.32
0.0,37.36
0.0,37.4
0.0,37.44
0.0,37.48
0.0,37.52
0.0,37.56
0.0,37.6
0.0,37.64
0.0,37.68
0.0,37.72
0.0,37.76
0.0,37.8
0.0,37.84
0.0,37.88
0.0,37.92
0.0,37.96
0.0,38.0
0.0,38.04
0.0,38.08
0.0,38.12
0.0,38.16
0.0,38.2
0.0,38.24
0.0,38.28
0.0,38.32
0.0,38.36
0.0,38.4
0.0,38.44
0.0,38.48
0.0,38.52
0.0,38.56
0.0,38.6
0.0,38.64
0.0,38.68
0.0,38.72
0.0,38.76
0.0,38.8
0.0,38.84
0.0,38.88
0.0,38.92
0.0,38.96
0.0,39.0
0.0,39.04
0.0,39.08
0.0,39.12
0.0,39.16
0.0,39.2
0.0,39.24
0.0,39.28
0.0,39.32
0.0,39.36
0.0,39.4
0.0,39.44
0.0,39.48
0.0,39.52
0.0,39.56
0.0,39.6
0.0,39.64
0.0,39.68
0.0,39.72
0.0,39.76
-0.055584,39.8269
-0.0642753,39.8244
-0.0735464,39.8222
-0.083385,39.8203
-0.0937785,39.8187
-0.104715,39.8174
-0.116181,39.8164
-0.128167,39.8157
-0.140658,39.8153
-0.153644,39.8152
-0.167113,39.8154
-0.181053,39.8159
-0.195453,39.8168
-0.210303,39.8179
-0.225591,39.8194
-0.241306,39.8213
-0.257439,39.8234
-0.27398,39.8259
-0.290917,39.8287
-0.308243,39.8319
-0.325947,39.8355
-0.34402,39.8393
-0.362454,39.8436
-0.381239,39.8482
-0.400367,39.8532
-0.419831,39.8586
-0.439621,39.8643
-0.45973,39.8705
-0.48015,39.877
-0.500874,39.884
-0.521893,39.8913
-0.543201,39.8991
-0.56479,39.9073
-0.586653,39.916
-0.608781,39.9251
-0.631169,39.9346
-0.653808,39.9446
-0.676691,39.955
-0.699811,39.9659
-0.72316,39.9773
-0.74673,39.9892
-0.770513,40.0015
-0.794501,40.0143
-0.818686,40.0277
-0.843059,40.0415
-0.867611,40.0558
-0.892333,40.0707
-0.917216,40.086
-0.942251,40.1018
-0.967426,40.1182
-0.992733,40.1351
-1.01816,40.1524
-1.04369,40.1703
-1.06933,40.1887
-1.09505,40.2076
-1.12084,40.227
-1.14669,40.2469
-1.1726,40.2673
-1.19853,40.2881
-1.22449,40.3094
-1.25046,40.3312
-1.27642,40.3534
-1.30237,40.3761
-1.32827,40.3992
-1.35413,40.4227
-1.37992,40.4466
-1.40563,40.4709
-1.43124,40.4955
-1.45674,40.5205
-1.48211,40.5458
-1.50734,40.5714
-1.53241,40.5973
-1.55731,40.6235
-1.58201,40.6499
-1.60651,40.6765
-1.63078,40.7033
-1.65482,40.7302
-1.6786,40.7573
-1.70212,40.7845
-1.72535,40.8118
-1.74829,40.8391
-1.77091,40.8665
-1.79322,40.8939
-1.81518,40.9212
-1.8368,40.9485
-1.85806,40.9757
-1.87895,41.0028
-1.89945,41.0298
-1.91957,41.0566
-1.93928,41.0832
-1.95859,41.1095
-1.97748,41.1357
-1.99594,41.1616
-2.01398,41.1872
-2.03159,41.2124
-2.04876,41.2374
-2.06549,41.262
-2.08178,41.2862
-2.09763,41.31
-2.11303,41.3334
-2.12799,41.3564
-2.14251,41.379
-2.1566,41.4011
-2.17024,41.4227
-2.18346,41.4438
-2.19625,41.4645
-2.20863,41.4847
-2.22059,41.5044
-2.23215,41.5236
-2.24331,41.5423
-2.25409,41.5604
-2.26449,41.5781
-2.27453,41.5953
-2.28422,41.612
-2.29356,41.6282
-2.30258,41.644
-2.31128,41.6592
-2.31968,41.674
-2.32779,41.6884
-2.33563,41.7023
-2.34321,41.7158
-2.35055,41.7289
-2.35767,41.7416
-2.36457,41.754
-2.37127,41.7659
-2.37779,41.7776
-2.38415,41.7889
-2.39036,41.8
-2.39643,41.8108
-2.40239,41.8213
-2.40824,41.8316
-2.414,41.8417
-2.41968,41.8516
-2.42531,41.8614
-2.43088,41.871
-2.43643,41.8806
-2.44195,41.89
-2.44746,41.8994
-2.45298,41.9087
-2.4585,41.918
-2.46406,41.9273
-2.46964,41.9367
-2.47527,41.9461
-2.48095,41.9555
-2.48669,41.965
-2.4925,41.9747
-2.49837,41.9844
-2.50433,41.9943
-2.51037,42.0043
-2.51649,42.0145
-2.52271,42.0249
-2.52902,42.0355
-2.53543,42.0463
-2.54193,42.0572
-2.54853,42.0685
-2.55523,42.0799
-2.56203,42.0916
-2.56893,42.1035
-2.57591,42.1156
-2.583,42.128
-2.59017,42.1407
-2.59743,42.1536
-2.60477,42.1668
-2.61219,42.1802
-2.61969,42.1939
-2.62725,42.2078
-2.63489,42.222
-2.64258,42.2364
-2.65032,42.251
-2.65812,42.2659
-2.66596,42.281
-2.67384,42.2964
-2.68174,42.3119
-2.68968,42.3277
-2.69763,42.3436
-2.70559,42.3598
-2.71356,42.3761
-2.72154,42.3926
-2.72951,42.4092
-2.73747,42.426
-2.74541,42.443
-2.75333,42.46
-2.76123,42.4772
-2.7691,42.4946
-2.77693,42.512
-2.78472,42.5295
-2.79247,42.5471
-2.80018,42.5648
-2.80783,42.5826
-2.81543,42.6004
-2.82297,42.6183
-2.83046,42.6363
-2.83788,42.6542
-2.84525,42.6723
-2.85254,42.6903
-2.85978,42.7084
-2.86694,42.7265
-2.87404,42.7446
-2.88108,42.7627
-2.88804,42.7808
-2.89494,42.7989
-2.90177,42.8171
-2.90853,42.8352
-2.91523,42.8533
-2.92186,42.8714
-2.92843,42.8895
-2.93493,42.9075
-2.94137,42.9256
-2.94775,42.9436
-2.95407,42.9616
-2.96033,42.9796
-2.96653,42.9976
-2.97268,43.0155
-2.97877,43.0335
-2.98481,43.0514
-2.9908,43.0693
-2.99674,43.0871
-3.00262,43.1049
-3.00846,43.1227
-3.01425,43.1405
-3.01999,43.1582
-3.02569,43.176
-3.03134,43.1936
-3.03695,43.2113
-3.04251,43.2289
-3.04803,43.2465
-3.0535,43.264
-3.05892,43.2815
-3.06431,43.299
-3.06964,43.3164
-3.07493,43.3337
-3.08017,43.351
-3.08536,43.3683
-3.09051,43.3855
-3.0956,43.4026
-3.10065,43.4197
-3.10564,43.4367
-3.11058,43.4537
-3.11546,43.4705
-3.12028,43.4873
-3.12505,43.504
-3.12976,43.5207
-3.1344,43.5372
-3.13899,43.5536
-3.14351,43.57
-3.14796,43.5863
-3.15235,43.6024
-3.15667,43.6185
-3.16092,43.6344
-3.1651,43.6503
-3.1692,43.666
-3.17324,43.6816
-3.1772,43.6971
-3.1811,43.7125
-3.18491,43.7278
-3.18866,43.7429
-3.19232,43.758
-3.19592,43.7729
-3.19944,43.7877
-3.20289,43.8024
-3.20627,43.817
-3.20958,43.8315
-3.21281,43.8459
-3.21598,43.8601
-3.21908,43.8743
-3.22212,43.8884
-3.22509,43.9024
-3.228,43.9163
-3.23086,43.9301
-3.23365,43.9438
-3.23639,43.9575
-3.23908,43.9711
-3.24172,43.9846
-3.24432,43.9981
-3.24687,44.0116
-3.24938,44.025
-3.25185,44.0383
-3.25429,44.0517
-3.2567,44.065
-3.25907,44.0783
-3.26143,44.1049
-3.26376,44.1049
-3.26607,44.1183
-3.26837,44.1316
-3.27065,44.145
-3.27292,44.1584
-3.27518,44.1718
-3.27744,44.1853
-3.27969,44.1988
-3.28194,44.2124
-3.28419,44.226
-3.28644,44.2397
-3.2887,44.2535
-3.29096,44.2673
-3.29322,44.2812
